frequency,20251214_221838.JPG_T1,20251214_221838.JPG_T2,20251214_221838.JPG_T3,20251214_221838.JPG_T4,20251214_221838.JPG_T5,20251214_221853.JPG_T6,20251214_221853.JPG_T7,20251214_221853.JPG_T8,20251214_221853.JPG_T9,20251214_221853.JPG_T10,20251214_221853.JPG_T11,20251214_221920.JPG_T12,20251214_221920.JPG_T13,20251214_221920.JPG_T14,20251214_221920.JPG_T15,20251214_221942.JPG_T16,20251214_221942.JPG_T17,20251214_221942.JPG_T18,20251214_221942.JPG_T19,20251214_221942.JPG_T20,20251214_221942.JPG_T21,20251214_222017.JPG_T22,20251214_222017.JPG_T23,20251214_222017.JPG_T24,20251214_222017.JPG_T25,20251214_222031.JPG_T26,20251214_222031.JPG_T27,20251214_222031.JPG_T28,20251214_222031.JPG_T29,20251214_222052.JPG_T30,20251214_222052.JPG_T31,20251214_222052.JPG_T32,20251214_222052.JPG_T33,20251214_222121.JPG_T34,20251214_222121.JPG_T35,20251214_222121.JPG_T36,20251214_222121.JPG_T37,20251214_222121.JPG_T38,20251214_222121.JPG_T39,20251214_222146.JPG_T40,20251214_222146.JPG_T41,20251214_222146.JPG_T42,20251214_222146.JPG_T43,20251214_222146.JPG_T44,20251214_222146.JPG_T45,20251214_222146.JPG_T46,20251214_222205.JPG_T47,20251214_222205.JPG_T48,20251214_222205.JPG_T49,20251214_222205.JPG_T50,20251214_222205.JPG_T51,20251214_222313.JPG_T52,20251214_222313.JPG_T53,20251214_222313.JPG_T54,20251214_222452.JPG_T55,20251214_222452.JPG_T56,20251214_222452.JPG_T57,20251214_222452.JPG_T58,20251214_222530.JPG_T59,20251214_222530.JPG_T60,20251214_222530.JPG_T61,20251214_222530.JPG_T62,20251214_222530.JPG_T63,20251214_222530.JPG_T64,20251214_222552.JPG_T65,20251214_222552.JPG_T66,20251214_222552.JPG_T67,20251214_222552.JPG_T68,20251214_222552.JPG_T69,20251214_222552.JPG_T70
0.00781424,4096102.8262,13912696.5552,14364027.9797,503474.1537,437980.4489,145821.4485,1733295.6561,2056587.3060,15901214.6843,44037.4582,804248.4835,86441973.3337,20665295.3127,24995307.1615,6848113.7814,324766.2282,1360256.1688,2841424.7856,106230.0868,2274277.3256,194597.9417,72805696.3296,72956732.5000,34029229.8578,206771.7903,30234486.9180,361925.0272,6083736.7138,4966876.2138,41719207.8980,20888521.5295,226509.1999,132106.9462,72353.6571,151475.0155,413013.3464,376381.3269,10008691.8336,524006.0995,8595405.2590,43038731.5425,3032489.5986,941402.3564,977295.8113,888219.9030,34583.9644,434377.6360,1808722.2155,5755050.6702,453469.4869,41224.2078,1982986.3549,30581.1772,495277.7398,5309497.8480,101679.3166,2418561.9432,1997991.6687,82433.1763,2216692.7851,16042519.4463,9544.9914,11858.9577,322361.5197,24061046.9124,942442.1352,337766.5256,261756.5437,177435.8352,7302449.6968
0.00818635,1556346.9249,640669.3199,31230148.3746,8108821.1788,234527.7358,234672.6217,126560.9646,1177651.0856,1353512.6603,31337.8417,160225.4301,132179781.1235,8672846.2219,19475048.8789,2329880.7804,669000.5411,10416349.7229,775739.1245,675577.8241,109279.0031,188925.1817,65639562.3261,37816098.2888,90234412.1430,431744.6807,15015342.0087,415142.7552,4103941.3158,6375511.1842,43766142.8807,8396671.4094,1242677.9116,2322672.0841,65023.3869,70535.5684,187412.1196,1943861.7155,938345.2576,349833.1579,9670496.3200,25970551.6659,220121.8115,91190.1554,450497.8701,322926.8030,90478.3701,2054670.0765,431185.3659,394613.0938,1206490.8978,37220.1647,843188.4583,147004.1981,172866.6783,11232019.7726,61273.6798,6696517.3815,460563.1909,157146.1681,358254.7719,10353224.8516,12339.5260,98912.4288,315162.7331,16065310.1765,8439077.6454,409009.2421,535919.5816,1464349.0160,1416939.3914
0.00855846,6934143.8447,18268077.3744,38829251.6707,3891264.6199,310074.8347,525395.2251,1073139.1530,2383.5831,646137.5655,63989.8859,34753.0435,55677777.5871,3758847.7111,12213282.7680,126715.2596,1603939.6683,8531827.3002,359143.2073,795731.6345,569304.2319,65524.9261,9842402.3177,28266862.0963,19897904.5364,867350.5850,959394.6893,1062256.4671,6677677.8400,9135640.0999,2417630.3104,1657902.2461,5742287.4399,1003086.0353,408940.3072,224826.8178,216190.4201,514416.5460,1681889.7564,163129.9919,15907508.1737,9270532.0597,2159780.9812,612906.3744,57340.4472,47329.2154,200083.1943,1375419.1205,937460.1884,1662741.4805,336418.1358,112133.8686,231355.2747,238891.7716,44576.4024,6794769.9522,708446.2704,5552739.8455,5452995.7584,227953.3280,652156.3663,2527474.3691,17400.9738,86975.7543,232958.5509,9571607.9579,3943383.8276,637.0990,272633.5712,1734956.4478,1138447.5492
0.00893056,8764040.3247,21874775.2453,28648655.4778,570761.0252,1495.0584,112321.1348,1462423.7480,565024.5785,1842429.3850,81963.6194,495329.4644,19795460.1112,10386901.1273,2899768.2667,304910.8452,3006712.3628,5637624.8479,727954.0373,271574.2379,587767.3150,15339.7993,26029597.1820,76918021.3336,42319752.3545,1185180.0146,31084920.1437,1679773.5450,6898740.2527,13174564.4318,20326245.9154,1023381.2807,4226993.0304,108583.5296,17667.1540,104810.6773,184800.0320,552638.3545,1870733.1949,279143.5227,42052507.7243,1344238.4653,903888.9788,808361.5908,46443.1927,38895.4953,402666.2965,314216.3051,35869.8150,1156978.3458,208350.8890,144536.0480,293569.4871,152641.7875,4626.5961,6073795.9208,1022275.2821,1590035.5897,2767989.4170,84313.1844,491074.8128,2617528.8645,10042.7816,54893.5907,217427.8128,1500499.6389,84694.3232,160398.0933,100824.6378,1860643.3243,2727571.1811
0.00930267,10514540.4682,21278307.1871,10837972.0044,1525096.9872,72180.8471,462.7963,632825.9129,433585.9514,9083895.0934,60189.3224,686930.7014,34711174.0086,11388405.7716,13556899.5985,880160.1654,8079941.8561,6506926.4396,648804.2571,77928.4882,261280.6201,15108.8869,109537378.8559,45842715.3829,41899080.1296,1312643.5345,24467606.9514,741817.8480,228317.2253,6743069.6638,17952370.5935,3680000.1578,4061379.6610,161576.8413,302176.6856,31955.4467,103213.9359,182552.2375,8064070.8471,60273.4621,31892068.6957,7727532.3593,85440.3540,408544.8436,78265.3283,73453.8181,574809.5456,262961.4551,162223.9073,1030482.9271,110537.5923,254819.1674,2236076.1637,158672.8962,375693.8825,3536378.1225,305945.1866,920176.8711,363631.4834,2397.0398,322596.4178,1201747.5796,8940.4827,71046.2900,41119.4179,4246263.5032,681830.4934,90762.9316,360053.6334,2656035.9257,1100759.5940
0.00967478,10840576.5256,5070363.1821,3142775.3610,2304717.9831,372405.9627,33437.5462,181888.6605,325752.8082,11128531.0041,30664.5841,270314.2107,25442555.7063,2351217.1855,511115.8899,3842063.3721,4220146.0388,6237307.0466,168401.7781,100643.3734,1832688.2862,22998.8166,122918078.7632,43544178.7886,52926965.0447,1942115.6258,11606250.5016,306496.3754,4468021.3525,1161882.6334,12450769.7751,2259569.4230,3162080.3009,146920.7134,203786.8904,7949.4156,181225.3609,87969.7003,11388401.0191,116534.3993,9919211.5866,6825865.6679,543161.9684,291815.4709,41144.9838,147964.4846,295919.2497,5430889.7296,8523.6364,788366.5494,34709.6657,43297.2375,2134627.5013,139129.2016,209357.8723,1875679.6772,1100223.5660,8290163.2428,721841.8593,665.7243,1011949.1798,5580562.9610,41445.0567,19678.7488,458384.5708,1425355.2946,1485405.4282,51247.1555,199441.7857,1336083.3200,476461.9481
0.01004689,5574317.6482,1534743.5596,1045999.3683,1443137.6957,509609.6492,69948.6566,517080.0793,305743.6051,5245139.8862,34060.8612,440932.6094,4037779.7812,3287747.8648,756210.2348,5560857.2348,891629.5140,4193976.0021,837593.6616,240618.5081,417160.1103,12207.5030,90548750.2638,101874593.4022,36049616.9981,1009089.4394,10762266.5082,563321.1406,16594414.4360,11804430.0019,7632428.3616,37848.2691,3510070.7442,769844.1187,560923.6127,82768.8193,86873.8249,116766.3317,1021048.5292,235346.6052,3331764.4285,288544.5242,617798.4914,1160823.4043,3096.5733,27397.6912,486712.5944,13882477.1794,141773.3436,164478.9357,7204.6421,35990.6610,524980.8310,396949.2439,71242.2853,1647955.6211,594323.8970,6201686.6439,118797.8760,42980.4851,1620298.5095,6957754.2751,32815.5519,13001.2783,284829.7021,124728.2571,689666.2682,587587.7604,90373.6081,424420.0256,2994768.5035
0.01041899,9531610.1624,7739720.2335,2395850.3654,255020.3893,192536.0569,8039.9081,1630219.8412,242596.2956,2481601.8695,5130.2857,565433.7717,15035984.3758,5645039.5103,8368822.6011,4713143.7807,316506.7979,5575543.8526,3013509.0548,83487.8088,761538.9728,6367.2548,61502656.6834,257167704.2698,38560039.4874,112040.2898,10497706.8482,162090.9780,16314098.5014,4293760.2553,487853.7102,1775116.2895,4369028.7601,1551165.1958,51915.5300,30896.4599,43331.0876,433192.5558,647786.2308,7525.0678,6605994.6463,5201009.1015,597801.4603,161977.5750,104941.4855,11362.4481,762256.5662,5781077.2391,147409.0615,813193.4103,43324.9118,175836.8914,8855.1214,585996.6012,86471.5066,4009509.6088,397224.3926,3135147.8901,533233.4403,34781.9683,732534.6924,2262761.8120,15939.9451,17538.2381,271960.3348,1812072.7155,1717553.5924,1078152.6956,144741.2016,509177.5110,8676541.0177
0.01079110,5682338.1301,8136924.7333,1372411.3806,750825.5030,21062.1313,105895.8912,153645.4216,150096.5706,5676486.0087,19202.3041,149981.9309,32879653.9547,384123.9331,6468409.3827,5290560.6450,226246.0664,6347516.2218,419323.0047,36953.6672,377339.2517,7421.9071,54727181.9984,93233771.6754,11494680.6964,172776.7504,1850242.6494,429983.0076,5880649.5662,671012.0172,8802098.3434,939660.3647,1142352.8568,670489.8963,34206.6249,27204.0936,85928.1754,55658.9052,2178957.0082,17616.1162,5198401.3321,5598673.5460,15850.5717,886337.3595,271523.2770,57832.6792,422404.0852,326027.2540,44821.7948,99538.3000,93771.8005,244316.6110,213920.3905,393406.6065,312233.1368,2582717.5635,210729.2745,3369430.0096,1526842.2373,30724.0045,355142.1296,6901383.8469,11188.6795,26607.0617,84722.4600,2252800.5526,6593035.5501,1113331.4591,149215.8626,326397.4778,5205590.7143
0.01116321,3972374.7010,4006561.4190,3424847.0194,1813051.1258,178591.0581,206030.0377,387657.3874,191790.8047,83199.8339,53261.2188,129115.9665,11713083.8074,3541805.9405,1523675.2902,2306367.4126,453708.1330,2894633.2235,283507.8284,278521.9333,537872.0433,8082.5610,5307629.1490,319679577.4044,19079778.5389,399602.1730,7979204.0116,1069661.3955,3874561.5110,2367254.0293,1335125.3545,1583776.7302,2143395.7860,19691.1432,133656.5620,6583.7536,24894.6081,230647.2273,2981202.7955,25404.9763,3053731.8547,7972042.0428,486122.7201,621137.7957,87308.5531,83511.2396,237545.4548,356570.3680,205824.5722,135616.2540,611428.5918,338010.0300,1170946.7693,172191.3964,30500.5563,2096077.5675,17181.6085,8698496.5578,655539.0060,71667.4745,67598.2978,7113410.1909,2589.6503,52618.1368,358554.8377,944432.6634,1845947.8033,972447.7896,490201.2327,22775.4248,1524684.6682
0.01153531,4452794.8216,4378732.5309,3949179.9962,3064032.8279,253128.6347,104502.9097,281604.3502,110066.7859,984650.7969,14504.9819,131868.5776,784254.6025,6426412.1962,5710383.2442,1737716.0158,627327.9921,2067385.8143,187393.4054,385431.1381,188141.3157,7833.9357,14478083.0795,346984334.5496,40247952.6022,601632.6637,8319314.6494,1268069.5999,1728904.9468,9251910.6043,1968708.9365,2137877.7244,3365286.0016,12637.9892,337671.8818,12249.5176,7158.1638,254170.2095,546617.4737,119549.4739,7807096.4181,2696457.3247,466676.1788,149960.9101,30105.7580,55946.8294,313424.1768,169812.5349,219865.1536,249582.2597,881944.5973,181206.9143,903178.9396,76311.4402,55736.6372,552399.9883,15199.1477,4102770.0690,234942.4956,79620.9958,482992.3128,10350168.8933,28747.2947,49494.7992,24064.1009,1240647.2390,1315617.3677,590002.7874,618905.9656,343594.1417,135291.6528
0.01190742,379226.8613,8927046.5440,2127816.0039,1111174.2422,296654.4225,55959.1962,632331.6742,274111.3999,1070509.5175,3393.4414,43333.0794,539875.9598,1218077.5750,3650448.6606,662635.0813,170540.2516,1681649.0583,34302.4648,256052.0205,78406.9791,14077.4569,636075.3488,132254041.4559,39125391.7846,694681.7174,9366660.2755,925928.5252,231816.4117,5489714.5405,10462098.6393,1218602.0147,2197065.5321,177732.4416,393847.9974,1202.3705,29065.3529,390938.4356,478427.4842,147680.9407,817705.7647,18295857.9856,320618.2136,992019.7625,165956.6393,36014.7554,106347.5641,1648651.8463,202209.9142,1076139.9966,451306.2454,38512.7788,23116.0199,150364.0084,5679.1786,95785.9262,345049.0383,1059584.9534,32660.4418,29383.3614,304785.6476,4392271.2941,5715.7670,13870.4465,107434.4910,644253.8844,5027030.8235,159055.4767,708401.4956,644165.6276,778942.9166
0.01227953,1500480.2563,8046814.6895,335886.0452,373461.3819,266433.8549,45466.4006,307254.7462,164093.4797,40042.6266,4876.5090,20207.9069,18146128.0375,365942.1214,3700378.3807,1118245.3898,207773.1431,2947852.9691,198632.2357,85924.3870,206185.4820,8467.8929,159398.0924,47940235.4419,32375764.0492,291241.7400,1569731.1842,503791.7306,2859311.9267,420996.4209,14312013.6378,1339583.7567,751124.9048,330848.8149,178024.2586,20495.9098,356.9295,1096461.5790,2026412.7043,6524.6219,7214188.1104,5729011.1867,327824.0674,299896.1463,193099.9225,52416.7172,38235.1558,1231498.3831,374140.0609,1218277.3930,269360.0744,5434.0825,45340.0655,377426.6361,26423.6369,292283.4598,1193704.5677,60936.2939,74656.7470,38889.3416,113877.5218,674354.2796,2148.4807,4656.4895,236020.6572,844064.3142,889423.6461,134535.4616,224821.1511,523070.1783,643841.9664
0.01265163,596020.9800,2725934.6506,1499028.7511,68518.3462,163454.1420,19812.3750,1354068.6282,625861.7864,797252.9833,97.7416,26224.2505,30034381.0529,181596.5269,780311.8273,3510528.0362,390711.0173,1643868.8228,84837.1473,21344.9079,37297.7285,4193.3269,39963872.1347,58910871.4802,4169671.3836,7627.7833,2843481.0016,327013.1979,2470856.6028,160372.8382,13608089.5158,53933.3149,277960.3551,56506.4578,36275.1684,14724.3850,3865.5209,791378.4342,153211.4066,100880.5072,1895100.3580,1219068.9222,23148.5668,70284.4563,287710.2693,43931.9197,9627.0895,717754.4037,377933.0491,121001.5687,155390.3066,55646.3735,38508.2938,772479.8278,15702.5088,428347.0855,689606.3831,359322.4896,106486.5280,27864.7513,15325.6726,5166784.1942,4211.1195,7586.0807,82606.1196,1930577.2892,157598.2984,296772.9669,380316.8468,445518.5540,185002.2812
0.01302374,9283591.1697,728253.2159,3122463.4385,367351.8830,96900.0537,6591.8653,548124.9916,603212.2435,626060.8459,17194.3994,23545.0615,5327085.8400,242428.6059,6525024.2093,3246391.8879,686461.4628,390348.6457,178504.8773,57095.8399,148238.7070,1618.6956,36109725.2257,56437447.5472,15078465.2801,3550.2063,1430114.5075,60149.2927,590524.4059,757088.4637,8281840.2839,936347.1750,1265210.8637,73592.1396,39734.5361,8149.5461,9044.6970,277567.7677,1841202.4231,29541.0212,4720130.0778,231256.7778,322085.3025,75289.8668,153873.4690,46919.5090,69654.3409,661709.0567,67422.0683,803384.4145,109580.5871,96832.4450,122837.0014,561000.2788,24173.6781,1572068.2246,974664.8992,509116.9444,786011.4963,36102.6957,95655.4233,4582926.6538,1022.8550,4647.3233,73515.4813,183217.8675,122653.6951,108672.5628,329692.7096,108367.5996,1104656.8457
0.01339585,7833409.3490,465114.5659,4556864.1285,381420.9814,167532.2665,17420.4002,4497.5632,215002.8740,1169650.0493,39418.4054,10064.9770,3044244.7751,304459.5179,2936359.6490,486450.3332,1205217.9363,2356291.4314,328388.9397,38348.8048,267883.2682,669.9487,6360117.9684,43013058.9959,57448527.6017,22420.1928,4943508.8021,29807.2494,78320.1246,4447314.9483,16092892.2224,5762447.0006,2053883.4651,210286.0394,60970.3489,2810.7257,12714.7299,16377.1101,1341606.7362,2634.5705,24931909.0835,1357883.1167,466662.5242,37756.8669,12927.8828,15912.2636,125612.5484,676599.1278,18630.9141,1280942.1502,152168.9068,62512.1100,16322.0829,293982.3744,80535.4419,604355.5006,487145.4849,72394.9236,932714.2410,14946.1613,10894.3580,3531557.6875,1824.6173,5766.6334,26842.3892,1543631.0484,302069.4829,241230.0167,733.9707,45679.1111,2051278.8201
0.01376795,3264267.1617,250008.7734,3645131.1599,266164.3181,190193.7369,32441.4684,103461.3579,179556.4984,1563997.2097,23293.4248,20198.1010,4768234.7236,3400661.9887,1607288.2112,2643020.3053,317361.4775,2329464.4642,712077.8277,47278.5126,55258.3790,4580.8088,13990242.5046,46685143.5590,50719636.7552,212073.4234,1737064.2017,147042.5524,55722.8328,1777991.6341,1310619.7132,402757.8378,66693.6345,302630.8703,58469.5886,264.2779,38118.2198,38130.2196,2718810.4798,5407.8653,44553609.3777,2065718.6778,186862.0584,256295.4840,31123.0297,11466.0286,6797.5145,163998.3702,16300.9258,1581156.2340,79652.0293,28860.5602,101671.9043,212579.4905,19741.1741,2322594.0910,262523.7149,979009.9987,394348.8699,12982.6445,196503.6563,1034925.9942,790.1317,4233.1357,73408.0000,4290668.3128,228095.0061,191191.6045,169546.6795,182826.5277,570012.2672
0.01414006,28070.4124,725065.5514,2764460.8979,226978.1863,83850.5557,52888.9892,206258.1880,23349.2411,1121681.1871,10199.0859,5461.6837,1208811.2156,1461923.8547,222338.2075,2504467.2758,121833.1434,153611.7922,1589797.1457,42265.9930,43653.8825,14382.6920,59243936.6653,32704636.9462,15842509.6853,174150.6426,3704944.5333,145635.1629,363279.0722,2492592.4917,2424363.1844,6793171.7327,732719.1891,177035.1465,33572.7682,8119.4261,18399.6163,156645.1764,3170629.9720,22303.3827,23010110.5745,4420441.2542,55716.7884,162201.9598,12785.6589,16773.9937,12446.8494,33633.9683,64341.3883,1170274.0617,50314.0729,21779.4480,13657.0364,235640.3158,29869.4507,1119996.4030,420400.1986,3982996.4829,623459.9368,2541.0612,148127.8324,534083.4661,2834.6384,1371.9395,66934.7960,3838792.2240,941269.8551,64605.5776,355089.4433,181824.1297,577323.4666
0.01451217,325974.7830,1209576.1355,2020347.8906,103884.4511,72609.6626,33262.6475,570051.4980,99598.4359,1374710.7829,10901.1526,96747.9302,1575918.9323,278089.8513,1256939.7705,4213190.6458,184371.4872,318893.6016,401462.0092,48179.0194,295678.2905,7022.8739,76905500.9317,47051926.1712,17206551.2200,61846.1845,5288519.0954,172639.2631,751355.8744,2170565.9060,232309.8863,6984683.7437,16375.2584,79798.1259,201470.6947,1177.0574,8711.1976,135360.4033,788082.8889,3504.8235,3332012.9089,2220549.3315,184826.7710,330692.3580,969.9786,31679.9677,45381.8135,102488.7851,130834.7083,437937.1069,40388.7752,27630.5221,4485.8105,309463.3590,30005.7566,1108509.6599,39601.1869,2590710.3560,358241.6534,2010.3014,95915.9208,192363.4434,5826.9378,703.0999,107496.4014,190498.1954,659631.9536,3143.1373,337421.0822,196027.5545,1516587.5221
0.01488427,1715159.4794,2183497.7046,587244.4020,1429690.6923,144073.6301,1727.7890,410375.8587,10615.0859,1761900.2877,6308.6678,145576.3692,5589303.0222,2063314.4781,6697466.0561,3427932.7163,240570.9561,185496.6108,370504.9316,98420.9478,120994.7852,10277.1353,5144357.9018,31893034.9870,12241037.9372,116217.1398,4887812.6863,91234.6507,3417678.3853,717882.2757,3465095.5097,3238841.7804,847353.4232,101180.1869,253443.4948,32231.2195,11487.4849,279278.0891,553787.5971,19163.7314,948379.9803,1527319.1335,100359.1696,468249.6844,31205.5688,13628.6608,33177.5011,389502.1414,133177.0576,39142.3553,87050.7636,25565.9048,89725.6584,198842.8163,33715.8903,1596339.4570,661453.0939,969767.5967,118732.7726,9731.1517,163650.7618,799300.8174,1251.6834,21.5453,9587.2758,1920891.9303,21745.7208,28493.3441,392265.1455,212061.0035,1999042.5703
0.01525638,1663857.6816,1966084.9359,66655.8197,4005207.4383,183608.7971,31062.8541,10229.6033,355709.3351,1882083.1031,2500.8412,58822.4844,6686904.6077,4084628.3354,7311826.9927,508921.7733,182765.6316,47236.1253,553335.4352,20594.4100,6795.6888,4204.4874,224733.1072,11054538.3980,1523830.0170,185389.1658,13229367.6630,69060.2328,4664240.1418,126248.5092,2812468.9341,960835.8477,401148.1140,279780.5073,129689.6934,24665.9625,3094.8011,34198.3422,927069.8436,16466.2493,135069.3133,2598020.2392,212539.6210,327225.7373,37686.9654,2532.1692,7542.9307,1323632.0327,148793.5074,55533.9139,50420.1473,7920.1609,69179.4703,144122.4514,24618.9310,149709.7161,800348.3295,1050407.1517,151682.9322,3285.8643,1772.0189,1846813.1820,454.9441,1026.4856,18199.9742,3549371.6406,748918.2057,104249.9638,377284.8336,87739.2328,856124.9569
0.01562849,927166.1629,3119370.2309,1396489.2405,2245101.1598,137273.8648,92255.9969,61027.4779,264824.7641,446938.6319,3835.4184,30091.5677,2902146.6011,3116627.4774,1633413.5595,829270.8485,3451.6897,148239.5685,235068.8283,15662.7819,4195.4655,5913.9999,283026.3531,1169870.6717,10833306.3517,147982.3600,12971064.2936,8989.3777,1452174.9742,1518435.3806,4465827.5038,865918.0933,799107.6867,512447.9890,63466.8356,12330.4935,3358.8135,5594.8954,439379.1105,1147.4182,394896.3400,5961187.9723,170892.0344,217158.2364,58855.2052,37752.1545,446.0913,2117774.5676,115579.9927,150079.0198,143917.2694,495.6343,37475.2868,92221.9034,27867.6781,240299.3146,265068.9866,109049.0039,359805.0329,1331.3087,227312.9417,149450.9095,4.5686,3366.2678,14276.0405,3962268.1704,1138539.1899,147830.9216,171625.6652,108688.4448,390974.5712
0.01600060,756699.2149,770174.5545,1417078.3941,543585.7975,22445.6057,23110.3417,155572.4540,34234.7469,18580.6500,3191.6748,30928.1614,2568022.8713,5679936.8355,860206.1326,1922186.3297,114264.2981,22290.0121,340795.9858,43052.4708,93022.3897,1325.8971,1596436.6514,11830503.9469,19097539.1318,74941.7923,2143701.3810,23142.4548,39215.6525,366112.1562,542185.2463,3495527.4335,355128.9860,157138.7451,76978.3901,14407.9988,18100.1871,148113.3529,1123282.6076,5645.5069,4382302.2209,2380621.7863,40453.1147,1201.6724,61643.3057,34509.8741,1535.8821,2133284.8326,114049.8522,685609.8657,117451.8154,2534.5542,56424.3131,22793.6030,10470.5057,143822.3634,1795194.5821,477395.1626,527779.9915,5391.3789,353335.2648,470432.5491,342.2387,1135.9081,66984.0635,520313.7324,10002.2679,163334.4244,1613.1886,344266.1073,592272.9301
0.01637270,72635.9833,1409499.0121,220601.8011,302050.6099,12379.3233,42626.6587,146272.8404,36647.7853,18904.9571,1023.2025,32084.1472,1733587.0629,6047228.6194,4386718.7854,486574.6097,473377.8463,181134.6451,369316.9050,115081.1175,260290.8009,83.1500,4242650.2114,41395856.9513,17763235.3120,69905.2440,6345718.3618,11933.0970,6151.3719,555904.9705,8204803.2720,3084997.9358,53890.7001,8031.9811,240738.9224,20263.7748,12100.1688,164028.0342,418393.9263,3400.4962,13754908.8499,796347.2119,103242.0593,210991.0417,43409.7321,10926.0878,818.7607,1389533.3186,107002.4820,344441.2611,58960.8669,3552.4754,89140.8721,14783.8060,10167.6899,99939.0335,1563588.1670,220982.7312,175026.1157,684.5215,74245.8580,407392.3830,460.9226,4859.2041,61501.6083,2088291.1075,1060577.6498,34790.1768,92253.8608,375868.4122,75429.6322
0.01674481,1842685.1327,513492.3111,2052232.6202,185914.9821,8190.1259,65735.3355,34238.0220,43653.9044,552907.0115,60.2038,13606.5494,7643269.9828,509154.0580,3026584.8164,1539600.2171,257612.6075,24069.4456,149772.4937,171322.5826,36796.7449,5189.5043,11532012.4002,31963441.8016,8223675.7339,4377.4844,23947996.9391,3520.2801,436432.4183,863699.6466,16997309.7431,1967244.0814,213078.4752,121860.7385,369148.4941,11766.8014,277.4631,15836.6666,1272541.7103,8057.5335,22896614.2773,1078408.2704,238855.9376,396748.5154,37005.0802,3125.2365,30579.2759,268721.2565,13499.9651,122025.4432,3358.1176,4244.7698,32368.8744,5999.5409,5665.0773,272478.3064,990.2991,1694578.9430,176096.6077,1949.4063,48994.9728,138359.6451,344.1447,3884.4771,27360.4175,3369093.5810,713175.4036,67245.4731,79206.0917,159809.3250,96863.6895
0.01711692,1318915.5687,351877.6957,2718489.9727,1332149.5997,4494.2737,15223.1640,292811.6920,1094.1398,2579303.9110,597.4108,40265.8586,2491104.6078,873574.7859,45250.7773,2424466.6658,1279.4031,177268.3377,11625.7873,134776.6645,60381.6036,12248.6744,30422082.4404,8411421.1797,3657254.6928,75310.7412,7762765.8360,98441.4641,265358.8388,385262.3049,6666836.6439,620198.3731,544731.1141,116105.8228,236931.7561,7449.4925,1501.8793,4023.2841,501467.6871,2315.4303,15050371.4533,1075366.0146,155507.7146,98586.7043,370.9877,344.4124,13990.2250,173435.7314,91590.2581,572217.1213,21090.6624,6213.9102,70307.1672,2399.9738,16302.0467,35996.9190,1264256.9047,81103.1038,2463.6937,4277.7856,133817.3506,21985.9633,1174.4318,4225.3043,6558.4196,382681.2877,85159.9110,51379.1014,9091.2253,3918.4840,5791.1245
0.01748902,371717.4421,1155280.7417,1420491.6319,1013220.4600,40472.5520,1144.4787,221113.2217,5832.2244,2339828.6090,2883.7980,117499.2996,1957918.3396,3583161.6825,357063.4520,762910.5076,306045.8160,652942.4306,62221.6340,109543.7264,99036.3823,12292.6876,4941865.6276,11088630.1683,1131393.7719,95114.4140,10849190.8270,123571.0554,538907.9090,1987913.5760,7239979.6970,758447.3292,779601.3049,12102.9128,149394.4709,12603.9997,5930.2242,71081.2666,572248.4797,5408.0888,1955018.9818,697471.6266,6601.2087,11856.0567,19368.0006,3975.9350,143.0298,518054.6822,105341.0192,969338.6794,22953.1685,8762.2868,54827.6609,23587.9325,40896.7386,171757.5299,456953.9946,1086794.9647,173547.6536,1963.4292,121830.6133,121655.5265,1402.5539,2039.2478,2844.4488,1755310.9599,671588.8338,107740.7876,96029.7701,43103.0970,41608.1878
0.01786113,64755.6478,803119.8861,420857.1878,882734.9668,25048.9600,348.7488,338699.6671,27459.9243,898826.1195,2698.8723,50603.0215,734962.2274,6735806.0839,973410.6749,2018409.3590,124129.4769,167068.6388,145571.6109,54108.9261,40479.2955,11853.6811,8624368.3467,51364403.2961,5703443.4535,23653.6999,6358121.0796,95219.0536,1869685.8078,2658556.2434,7133923.6101,839726.0444,570122.9121,74201.2673,65286.2594,17596.6796,5603.6325,86071.2235,1230334.7512,10594.2871,2152251.4966,110180.4960,164903.6598,46693.8471,27859.3346,5219.5632,1994.6594,300438.7006,98411.6741,639563.0715,2808.3393,13241.5913,1947.7059,37905.2889,37276.8595,609104.4469,95188.3904,365321.1459,204237.9937,12390.7944,95062.4170,34187.8048,1530.1090,2003.7957,19426.9947,1378651.6906,595916.3092,111151.1152,319270.1980,139107.1965,1048652.6621
0.01823324,432331.0501,658571.5045,447331.9350,78310.3926,1308.4572,8745.0315,160855.7226,92234.7729,263025.0040,2323.1742,19522.2822,2125476.9700,4436975.8731,1376294.0302,820061.2375,45784.1849,115839.2696,175833.4900,11289.2903,7560.1147,7075.6970,11130199.4573,69425010.6778,1629983.3335,11899.1633,715254.1822,97702.4456,740702.5554,234880.6947,9821601.1029,819321.2891,273505.6490,38406.7613,41458.6901,20905.7105,1481.3723,13599.9465,1305050.4990,28010.2591,4010118.2821,767237.4384,213537.6384,19419.1507,40774.7304,7242.0627,4590.8026,96004.5280,45668.9734,93869.6217,5184.1437,3799.2257,14632.5654,25912.5525,25758.7770,198716.2190,56675.7306,296363.1301,47613.8228,12136.4942,56597.0607,237121.4590,1519.4135,8419.4242,5142.8756,1434836.9494,125969.6155,47042.8670,322661.1382,72063.1854,874584.5103
