frequency,20251210_155950.JPG_T1,20251210_155950.JPG_T2,20251210_155950.JPG_T3,20251210_155950.JPG_T4,20251210_155519.JPG_T5,20251210_155519.JPG_T6,20251210_155519.JPG_T7,20251210_155519.JPG_T8,20251210_155519.JPG_T9,20251210_155519.JPG_T10,20251210_155519.JPG_T11,20251210_155519.JPG_T12,20251210_155519.JPG_T13,20251210_155519.JPG_T14,20251210_155530.JPG_T15,20251210_155530.JPG_T16,20251210_155530.JPG_T17,20251210_155530.JPG_T18,20251210_155530.JPG_T19,20251210_155530.JPG_T20,20251210_155530.JPG_T21,20251210_155530.JPG_T22,20251210_155530.JPG_T23,20251210_155530.JPG_T24,20251210_155530.JPG_T25,20251210_155530.JPG_T26,20251210_155530.JPG_T27,20251210_155614.JPG_T28,20251210_155614.JPG_T29,20251210_155614.JPG_T30,20251210_155614.JPG_T31,20251210_155614.JPG_T32,20251210_155614.JPG_T33,20251210_155713.JPG_T34,20251210_155713.JPG_T35,20251210_155748.JPG_T36,20251210_155748.JPG_T37,20251210_155748.JPG_T38,20251210_155819.JPG_T39,20251210_155819.JPG_T40
0.03820924,195353.5174,10242.4420,45767.3494,7878.3994,667726.4004,4543.0469,39440.3211,17448.3767,81100.4888,272624.1791,459535.3291,34623.8593,37240.5773,520584.0053,136476.2296,160720.1307,24504.8530,1630.8681,28158.8922,214631.8094,28241.8486,75233.2985,1240097.7451,58004.8371,167712.0789,527078.1005,345872.5394,17008.9891,214.2287,2013.3395,23395.9679,466909.2384,827.8238,423212.3883,94365.4350,21754.2124,95768.3504,196763.2128,31472.0978,583673.2165
0.03894403,5673.1862,15904.4500,123883.9746,23961.7135,490341.1789,3054.7941,27068.9648,143646.3888,30605.1788,453340.0860,289113.6405,66805.7841,28711.8555,6618.3852,60095.1477,125792.7023,28313.4728,390.0626,41956.6311,59935.9450,4367.4604,504493.8056,1407478.8342,324230.9736,304455.1517,683298.2867,926141.6586,112547.3072,40.1682,1.1645,224672.6956,340078.6573,9598.4587,522607.0734,151565.4769,16808.2307,261241.9973,104701.7838,21291.6437,247851.3034
0.03967883,138915.2295,13911.9670,147931.3857,8348.5373,324783.1890,8298.3878,6263.7289,118115.1254,98617.6002,1401708.6001,2554869.1102,25987.3877,7797.3900,268372.2073,36894.8860,10243.9247,6254.3262,2610.3791,7884.9011,62489.7445,181057.7207,1340137.2530,2091670.7452,172349.2749,73926.9787,1014549.8555,22237.5438,132193.3101,103.2900,791.3660,114183.0815,131399.5635,16403.0382,131088.3211,23578.4006,41530.9210,201623.0518,105695.7223,16114.7107,5632.1200
0.04041362,56672.7287,17947.7343,130158.7015,630.5824,1171298.1971,1748.9943,37727.0667,60243.9414,341459.8394,937725.7716,1992975.2415,49.7062,3098.5185,276180.1863,2348.6626,42259.3780,12361.0374,5986.5337,2989.3181,49470.1312,249645.8245,384699.7296,2983480.0798,21488.8058,301333.0727,3130445.7260,1380468.0490,124838.1288,324.5861,1491.2345,23929.9543,8754.7570,2023.2391,9123.9394,155559.2371,80627.6736,18527.0201,80224.4027,41725.8921,141742.9080
0.04114841,13445.3727,15507.9314,98212.4487,799.0830,874259.2700,302.1768,80354.8764,115051.9614,95007.6420,931489.0369,31056.6879,3835.6122,10674.2827,253943.9841,96163.8968,119135.6693,46207.0766,759.4752,18172.4921,2806.9827,17279.0369,207842.7485,2410289.8036,82038.5011,66323.9294,2309990.6834,822397.9531,109805.1311,334.4288,840.5303,61504.0972,135519.7663,2213.2202,79859.9320,208666.4499,82896.9404,2494.9079,161262.9294,27304.2068,387806.9565
0.04188321,109465.4637,13540.8505,52962.1384,2908.5019,291968.5605,86179.2215,97434.9344,68550.4661,174646.7720,3639066.1289,1392884.7816,403.9848,5843.2802,122151.9947,58189.2189,45510.6022,41314.2209,2795.4364,53879.0372,31500.7017,5422.3093,637227.0960,1319257.6989,241582.1088,2446.0235,1628414.9239,55153.0986,135376.2914,185.9973,1940.8889,66177.8654,142260.5414,227.0764,25872.1255,136803.7526,115955.1934,33303.5205,130853.6452,1889.6190,727307.3498
0.04261800,27283.7861,14257.4641,14325.8492,4597.4270,1105.5484,133162.3779,23965.4299,24212.8925,297842.6756,15367683.5781,787386.6726,22890.0790,4817.4180,45807.9051,17631.3082,22612.6066,11217.0782,6246.7980,45952.2188,81468.1944,6054.9993,669233.3912,1083407.1558,63475.7308,216457.2926,1411092.1332,57939.2790,27568.7996,70.4221,1777.6378,22706.8969,160510.6402,3410.7872,11594.9189,43363.1774,33981.4639,27996.0913,93232.0964,7310.7163,329161.3483
0.04335279,48335.1314,12203.3158,8452.5818,18708.0864,261857.9211,33801.8891,21434.6810,42926.3336,10690.6658,9487808.3950,2788775.7338,12719.9298,12836.0963,253187.3875,68335.2795,14449.1943,347.0631,3110.2314,53005.0869,125479.0428,87881.4992,528549.0049,1580499.2689,183759.1768,672729.4755,409966.1917,247456.6820,10495.5944,174.4697,1396.0999,45017.1848,326482.5196,6802.3156,19490.6772,4937.8273,14208.0340,23855.1282,22525.0404,293.4989,166595.3127
0.04408759,51292.2853,5319.1771,31640.9502,5161.2308,225024.8551,15802.1011,26154.9413,3785.7534,459107.9790,3372575.3181,4060805.8562,5866.5499,20956.0075,76159.3676,51229.9338,3418.3823,10378.5513,488.0064,41882.8103,59684.1666,130181.9254,760580.9462,403013.4224,41693.6296,475365.0092,190348.6232,351710.3815,13804.6081,247.8431,1145.0822,88563.1576,635776.1594,2291.1756,55308.5514,12731.8742,10127.1526,126672.4914,121144.1658,5643.4757,752349.1047
0.04482238,50092.0001,969.8868,31701.8827,5606.1737,47206.5178,30484.6434,6384.6687,38436.7509,651669.9744,3769016.1549,217471.3847,7119.8450,23973.6259,70920.5186,34747.4766,30666.5133,15462.1367,816.2072,32582.1148,10527.2269,18458.6097,828453.0908,431187.3348,44586.0691,823640.3722,1063432.1021,171534.5861,54331.4136,188.1093,571.1184,41542.9951,404921.7004,404.3143,23516.9708,99816.6071,14685.7460,218212.7798,156835.0845,5533.4610,869667.3097
0.04555717,32703.7380,220.1186,19994.4655,1258.6470,405403.7415,25498.4479,9185.5814,22267.5286,197593.8614,1875628.1302,462922.2070,7035.6449,18282.1610,41040.4729,5582.2999,35874.5398,2474.0120,159.8064,67607.4442,2832.9692,16586.6329,605159.4342,415598.6607,9077.0466,1970488.8185,1339284.7985,171022.0052,202541.5351,141.6829,482.4977,8972.9224,93130.0275,1256.6027,27710.6253,171533.9385,59414.7681,102272.5819,1387.3555,12533.2409,819842.4674
0.04629196,7023.6154,472.8901,23170.5917,6784.2860,350790.9739,93466.4348,885.3863,82799.7190,15553.2879,1847633.3288,780139.6809,8596.4111,9243.7073,4686.6853,9020.0444,31082.7652,15933.3269,731.3163,40353.9632,1741.9900,24977.4485,379732.0165,898147.4041,144211.4285,2109835.4944,1648782.3340,58325.8158,204954.6074,122.4958,1172.5800,8789.7099,193712.0028,3160.8854,21776.6494,67188.5878,66510.9756,26142.0975,76577.8396,14374.8864,465448.6803
0.04702676,13382.7169,1591.6765,39782.5456,11215.6168,282746.7652,18164.9100,9615.4754,19550.2611,149584.0565,3223331.8527,716287.9377,9318.0184,7556.9886,6731.8103,50442.9503,28018.9760,8707.2233,855.7804,19410.0304,283.9706,72005.3368,166274.8952,1040718.6982,82187.5346,151559.9699,2455701.8187,1768.8786,211681.3163,38.5334,1281.4955,4907.1745,615957.7775,11434.5873,34854.4573,33804.9175,16907.7509,177700.9969,35866.5088,2716.3631,83099.3295
0.04776155,1495.3891,2588.2385,10778.8498,19072.7286,125513.2188,9268.5601,6895.0191,15518.6476,99642.1227,1323612.5686,77057.0612,1554.3412,4131.0948,143968.6266,20079.8723,2164.3225,4254.2681,1631.1808,7491.9159,7833.1686,64757.7349,275980.1385,1322451.4613,26345.0948,371895.0441,284722.4149,109674.2345,185743.2511,62.4988,431.5906,1215.4448,372162.6262,14717.4476,82602.5721,161303.6464,111658.0558,246861.8050,32950.4920,3531.5372,159454.9913
0.04849634,12468.0929,963.1454,3795.2216,39664.0640,42301.9016,2883.0649,4040.7467,13750.8656,91018.0234,276732.3091,356967.6148,3602.3386,4612.0237,32337.5883,34614.7858,20970.5836,224.9906,5416.0548,11507.2647,8319.9776,18196.8777,168750.4348,1073842.2112,269290.2360,74362.1897,171825.8162,312219.2250,56893.4780,55.6265,992.3939,11396.1535,81328.6275,2744.5280,71054.1843,60587.8802,36828.7326,89266.9780,80659.0110,8657.8022,477650.7673
0.04923114,41019.1458,1619.9615,7336.4858,15024.3044,101357.4807,46030.9322,68210.2217,74293.6981,230153.6030,787365.6307,53195.4234,3771.8675,11703.5102,135457.4543,100732.2756,268.6261,6812.2943,4174.3728,14487.9072,2146.5042,71518.6050,95140.3471,53661.8647,328464.4385,171432.9456,87778.8169,239876.3391,10855.9587,3.3637,959.3280,18422.4350,304329.5420,3701.7161,15049.2948,14871.0934,11286.9492,61963.7680,92498.7861,540.8101,314537.9680
0.04996593,24047.0780,1254.2988,3463.3426,136.7587,29182.1071,73127.0958,42211.3167,47127.4062,143034.1846,571221.1425,440076.5543,7929.4086,6702.7894,54097.9834,50621.9142,13381.8948,4967.3569,2056.8543,3486.9215,313.8689,232986.4949,169362.7708,60030.7620,229270.5202,278999.5475,311425.9419,315309.1067,92483.1972,4.1016,2496.3745,2066.0142,258492.7032,2323.3709,4414.2106,10309.4785,50517.1319,13977.0137,7450.7520,4808.9936,70283.9423
0.05070072,15435.7825,325.9771,5006.9784,432.1767,278559.9113,11236.6471,2748.4556,59000.9029,45731.6603,184133.4665,257518.6223,19483.8518,3037.0989,46940.1446,10673.2683,1366.0119,4930.3573,1056.5462,3038.6591,7955.8306,124096.8025,306774.8455,51971.7718,201379.4496,282045.0993,712652.4418,553121.4076,131047.0977,159.1843,3547.5303,3295.9604,51819.2320,586.4563,8941.1124,9774.7047,116675.5792,4228.8093,102704.1137,7886.2501,57525.6419
0.05143552,14813.0679,123.5949,32463.0928,1796.1098,178368.6760,2708.7398,310.6839,53836.6600,81500.4133,5315333.9136,77644.9140,33761.7619,564.5539,24046.0229,21767.4818,13978.8817,3057.9572,1381.4471,7020.3753,19117.2936,39259.6629,368159.4143,798506.8178,218979.0931,59490.4464,836267.5097,1095001.1584,64161.3260,69.6797,391.0752,2340.4097,94509.1475,1516.1411,47768.9945,1592.0153,140982.9012,28647.1405,40811.8341,4136.8993,118553.5597
0.05217031,9027.7751,831.7753,40963.2710,4610.1830,76972.5093,2597.6824,3129.1658,8443.7879,50384.6594,6982234.4616,425862.4792,46988.8647,2997.3735,15314.2381,4975.1224,37984.5528,656.0393,1896.8788,14480.8015,16238.8006,56406.9592,223293.2609,1004783.3723,18462.2660,107415.7295,1077665.3629,1178608.6282,69499.9145,81.5535,122.8408,980.0540,56568.4319,5350.0096,4652.3842,20698.9394,99946.5652,42047.7703,200942.1286,1979.7885,177018.8630
0.05290510,1642.0889,3576.2513,25533.3596,2760.2318,240658.2785,2668.1547,4524.9918,8541.5242,181626.2805,2942851.0809,756077.7392,23380.7550,2218.3486,56516.1907,22159.9783,5438.8990,8760.8337,1519.9234,15397.8123,2274.9657,21453.9507,23750.4664,527175.1358,37554.4521,596611.6377,485847.0213,754540.6756,62132.9580,188.8715,529.7766,266.3743,5640.2993,5923.6120,22295.6097,13602.2502,50596.8561,11661.4306,93968.6178,1564.7341,82716.2402
0.05363990,15862.6312,8659.6312,18961.3654,890.9357,334021.1653,483.1796,829.5467,13821.3457,189706.9651,2424085.3963,161384.0348,9391.9219,1363.6466,216806.1361,79433.9648,4919.8384,5816.9344,300.0516,32681.1237,7457.9949,7120.1942,55159.0470,292408.8426,7175.7642,526093.8327,229614.5030,355755.6163,158321.2816,91.3018,1174.2844,406.0003,11314.1963,1325.8027,41918.3144,6762.2638,57043.3320,1989.2621,24813.9170,1585.6938,38370.8548
0.05437469,27353.0264,7186.6022,20148.7560,1990.3159,67834.5242,31851.2393,15322.0542,18794.8369,159132.1970,2947488.1136,47882.6732,7303.5587,2819.0821,101140.2200,65805.3845,5897.8638,2828.2202,23.1487,56839.5147,19281.6475,63928.2080,59384.8988,200964.8843,10696.4159,308406.4944,343193.6039,45124.8332,159345.2741,30.4361,272.3293,1954.5338,22574.1077,377.9478,22372.1949,5434.6017,35853.6116,16315.2916,112624.9554,8146.5356,3547.4150
0.05510948,21352.3403,6427.2437,15710.3562,2984.9572,149487.0812,22077.3983,595.9097,243.2696,96597.2985,3207352.8776,1269551.9145,31873.8695,970.5310,16355.6342,8060.0678,1900.8697,6312.5542,296.8430,20743.7059,18458.1320,61737.0065,110625.9550,460755.0494,79102.2673,310604.6455,743392.2157,31913.0769,27840.9721,55.0625,1264.4177,1743.0184,99255.6848,222.9449,41328.5317,3808.0166,8422.6499,20883.3067,87313.3706,6361.9276,40632.1386
0.05584427,7328.9896,6877.1838,16922.6698,368.8592,190849.8738,8268.8664,6199.9766,10355.8685,41208.4494,4026429.7328,799473.1544,7706.2318,605.0542,8249.6274,9159.1358,31276.4577,14619.5863,529.6253,1129.4018,13493.7244,38152.0081,152365.1717,349176.0583,37813.4947,194464.8117,956176.5909,96780.8725,99323.1242,105.8080,2603.0600,9934.8976,100501.5222,398.3379,83627.1864,4975.1821,9083.1859,5935.5128,90874.2576,1539.2358,140203.9768
0.05657907,870.0671,5575.0815,14746.1539,5505.3260,46028.5574,46570.7515,417.6820,26398.2893,215964.1242,1520576.3736,74886.2610,18301.2672,2242.6552,3612.1636,12314.6175,36046.2760,9742.9817,938.7481,15059.7691,691.8554,10350.8051,269432.7577,107956.7225,16459.4646,49783.3766,563310.4588,3904.2471,68750.0070,69.6129,426.0834,6843.6744,134354.2083,14.2173,13765.8408,6117.8797,27408.1144,5343.7170,82068.9389,5451.7478,155750.8392
0.05731386,33160.8714,1881.2021,16195.7633,1161.2928,58242.3725,31046.0941,3861.8392,37990.8869,49842.6325,432241.2183,227389.3795,7872.3237,2989.2146,58454.5497,5016.6139,22270.2038,3157.9549,188.2278,34733.0962,7223.7902,38868.3959,81804.1618,157382.7394,78725.5726,43499.3847,327186.0184,355062.5727,16298.3953,78.2723,753.3738,104.6798,30026.5949,1581.3238,44775.9323,9150.6413,1837.4814,5268.2382,6412.3717,2375.6901,20661.8847
0.05804865,33715.3867,24.1381,30235.5339,1843.2785,121737.2479,16050.5629,3116.3346,5008.8923,1022.5007,1598624.1881,895335.3888,10330.7590,1275.9194,48430.7089,17808.9157,12324.0339,797.8777,735.5283,12683.2276,13569.3185,32254.2574,75005.8376,444859.0162,181039.4251,98891.5159,1068212.3663,450647.9916,8377.1702,129.4821,25.4877,5104.1208,81898.2245,1239.6616,22458.4715,41393.0064,19305.2581,5708.4850,60594.6721,2272.7162,12530.2340
0.05878345,16059.3382,267.7250,21715.3970,2107.2501,414942.2988,1975.5085,5102.5148,66566.3229,5440.7891,876659.8716,704094.1246,17697.5456,1152.6366,9680.5368,16616.8091,3127.2455,1387.1737,2842.2055,3791.1513,6657.7227,7791.5220,113430.6278,267083.3083,184885.5108,98582.4000,1957297.5029,284869.7230,85667.1050,115.3895,1216.7903,4584.2582,47362.2832,793.8400,92688.1063,45497.8198,4535.4780,74.5232,43540.2797,14477.8238,23646.1054
0.05951824,1770.6740,530.5640,4963.1680,2157.7650,45327.2232,3212.0105,10855.1529,65490.4460,100235.0962,384353.1649,570321.9183,2720.3109,940.7347,73084.0730,2610.4059,1511.3428,1711.0907,2295.9572,3469.4358,5492.6289,17479.0208,257170.4707,92137.9514,28575.7777,27201.2380,1249615.2838,211861.1049,97601.3073,212.5183,211.8167,414.6172,101728.1326,1630.0830,2500.3313,2880.0045,7546.4225,7579.8351,67576.0402,5774.4569,49151.4996
0.06025303,3489.9385,461.9343,730.2476,1385.0049,193709.8757,33307.2669,10137.0366,57296.7547,68134.6140,14608.5343,606188.7924,3773.7934,4093.9172,154143.1477,29778.8077,8144.5397,531.3217,813.0742,12736.0869,9264.4641,7456.5810,417351.3233,148870.6704,15025.1906,34937.1784,362669.0002,419542.2329,7361.9046,12.0632,930.0086,7062.8161,47487.9287,807.2067,48353.0079,12727.9358,48409.6499,33784.9784,31597.5778,6342.7478,115438.3581
0.06098783,18445.2744,513.6916,337.8170,1699.9723,174504.3036,18830.6812,2867.6952,142015.3856,29735.2294,262201.2438,202063.4373,4335.6102,1771.2111,15085.4771,50842.6162,7422.7827,988.7296,959.5362,18253.4949,3709.5119,2759.8315,396072.5817,67274.2522,74133.4578,323065.7606,30820.7779,460451.0832,49544.2241,102.3951,123.8422,13114.2581,567.0521,300.9955,12260.3734,33168.9873,97310.4413,37594.0527,33590.4438,2100.9600,266599.1651
0.06172262,5726.5754,325.9600,510.0461,11851.3071,33820.5750,8768.7406,13306.4334,123484.4965,37689.4534,2617434.2133,129544.8247,5746.1685,729.5297,81412.9818,31542.7555,23941.8481,97.0546,1218.3038,8421.7190,10001.6991,46153.9121,323369.3729,104717.9048,1058.1926,700418.2469,310921.3216,221476.2155,53657.8733,127.4826,73.1866,9443.8351,14854.1122,830.4871,32555.2515,71892.0659,54014.0017,34178.6333,34794.0530,6623.7911,291144.2925
0.06245741,18749.1144,181.1273,4198.8737,15189.6456,29693.5365,13528.4567,15342.7153,80712.2565,13567.3420,2259805.5167,317576.0096,2208.1519,917.6840,169990.7821,8975.5064,22670.5679,569.2310,662.0887,8339.0679,7027.5996,64649.9680,229438.4387,193896.3464,27080.4167,501322.2686,1333485.7865,220317.7437,32064.3028,27.8397,7.9693,3275.8538,61445.4580,126.1590,128296.6770,103240.3328,22285.5759,104284.9738,5810.9366,6941.4018,192774.7816
0.06319221,13719.6668,73.2260,12541.2133,8404.3820,26873.5543,7045.3033,19542.3556,120000.4963,47006.0655,1217743.9296,201927.0867,3805.4332,5619.8526,10780.2043,13371.8166,8054.4070,127.5590,389.0266,1307.8250,916.9100,2291.6945,41065.2707,37664.6185,125387.6442,767621.2543,1258301.9112,131324.7757,51743.4546,57.2761,331.7180,278.9811,104195.3608,3695.7879,88873.9158,31415.6294,20275.3392,156937.9870,37920.2886,550.3211,217418.0480
0.06392700,6484.6989,0.7710,5571.1957,1513.0694,77810.1416,9282.0279,3741.5697,63513.2457,49695.3608,2579351.4151,376999.0951,663.6694,7847.6633,35650.8941,18515.6899,13023.9157,3166.0082,159.9891,11805.5237,3519.0588,24850.5157,66145.1537,313996.5556,43634.6784,1001894.7258,361723.1822,81561.5551,23773.0255,7.4195,42.3911,3351.5063,154719.6962,827.8647,23889.1633,49465.1886,4314.9505,88937.7383,52657.2993,93.2603,154333.3303
0.06466179,5606.9239,262.7806,4838.7879,3944.9946,333734.9405,9179.0143,3506.3587,8784.3038,84399.4019,267328.7643,279377.6857,760.1245,3770.1312,14271.4393,15649.2404,17613.5074,4742.4300,14.6458,5224.2401,6981.9346,48450.2645,37452.7332,241632.5912,9886.0548,630460.0830,68334.7132,153047.3759,5927.6471,11.6514,1231.5731,5916.0674,156271.1192,1788.4655,19238.8034,61428.6163,3090.0328,38913.6648,55035.0722,8953.9219,43262.5281
0.06539658,6008.7023,896.3149,8227.8597,10408.1683,555304.1488,2442.3323,3285.6905,9938.0397,2581.2879,35086.0333,22687.6331,3484.4304,2059.0558,29074.1241,10249.2533,995.8238,266.9100,18.2889,4321.7635,10399.0664,17165.3039,96193.4509,163355.3279,5668.3505,394162.5422,82259.2819,96222.9388,21981.2214,78.3763,209.1703,1966.9204,35471.2868,1652.4506,26525.9773,31346.9177,12438.2506,32642.8564,6624.6309,21930.9139,37675.2620
0.06613138,58448.2136,882.4456,3484.2079,7089.2578,883382.7278,467.6708,26220.6903,18073.8162,109046.4182,432405.6693,382161.6194,9964.7799,2839.3147,34766.2583,6999.4227,2163.6700,531.2852,168.4707,12707.5039,3531.5007,7756.2534,63318.8612,154793.6251,33216.6040,443979.7275,233737.5372,91455.9928,21938.4534,112.4400,517.2931,12449.1845,35161.3070,380.0035,18569.3198,27072.1544,13020.6628,83283.5374,38773.4056,6138.8715,51286.3312
0.06686617,39200.9488,738.9733,2984.0641,2367.4941,429465.4681,2682.9207,21801.9583,21532.5570,71781.5077,609895.9525,50212.0500,7511.7003,4110.4865,28105.0301,27398.3815,6644.1479,559.2118,249.1756,5879.6525,2768.8282,35445.0146,22850.2913,115720.1624,38515.8566,344662.5910,811222.3101,4143.0568,25560.3150,73.2631,13.2004,20184.8632,101411.9593,889.5905,21947.6183,48846.3099,5710.5684,87002.5314,58103.8548,8647.1722,78474.8985
0.06760096,1966.7870,584.2472,901.2856,1305.7171,13492.6100,10143.8152,864.7370,42786.4647,1371.9237,299993.6128,184043.3014,7010.4840,1403.7326,33596.7055,12657.3274,4322.0775,1970.6183,447.2445,2783.6854,15032.2604,39531.8018,170923.8760,48864.4769,116888.0095,89647.5615,1034425.3366,115646.2873,14360.8623,10.6759,60.2343,6404.9260,8689.7797,4238.2762,2322.4178,17719.8338,3783.4487,21156.4414,48219.3751,15027.0801,91217.7410
0.06833576,14204.7672,528.2732,65.3612,356.9166,15268.7873,1698.1151,15590.9779,68790.8243,20723.1506,261797.3564,391059.4759,535.4586,123.7277,71593.2189,576.6855,11142.0349,3028.1866,437.6377,1922.3357,6434.6503,48751.4623,90843.2156,36639.2113,119802.8068,88364.4674,338563.0254,266328.9875,44327.9173,32.7100,289.1489,413.9321,129035.4205,2980.5326,36834.1256,11440.3723,4112.7581,9487.4528,39305.0445,9925.2198,143324.4650
0.06907055,6754.6082,927.1325,9052.1715,1678.3650,61051.2778,1573.8279,4043.8608,31195.8588,16089.3218,43151.6583,158835.9430,1468.5481,1154.9666,36345.8382,17151.5338,21934.8398,6744.2093,557.2007,311.8577,2618.4415,20729.3411,11881.2240,115968.5398,7142.0397,125599.1802,46773.4104,189471.2777,43843.7666,80.4774,1222.8413,2011.1817,223024.5133,366.1791,21434.7147,48531.1226,1275.4038,28318.9550,11798.5071,13751.5380,249103.4015
